chrom,start,end
chr3,139265000.0,139415000.0
chr3,139415000.0,139665000.0
chr3,139665000.0,139745000.0
chr3,139745000.0,139825000.0
chr3,139825000.0,139895000.0
chr3,139895000.0,140175000.0
chr3,140175000.0,140485000.0
chr3,140485000.0,140535000.0
chr3,140535000.0,140595000.0
chr3,140595000.0,140735000.0
chr3,140735000.0,140805000.0
chr3,140805000.0,140925000.0
chr3,140925000.0,141025000.0
chr3,141025000.0,141175000.0
chr3,141175000.0,141255000.0
chr3,141255000.0,141455000.0
chr3,141455000.0,141585000.0
chr3,141585000.0,141715000.0
chr3,141715000.0,141845000.0
chr3,141845000.0,142195000.0
chr3,142195000.0,142285000.0
chr3,142285000.0,142395000.0
chr3,142395000.0,142485000.0
chr3,142485000.0,142635000.0
chr3,142635000.0,142705000.0
chr3,142705000.0,142765000.0
chr3,142765000.0,142885000.0
chr3,142885000.0,143365000.0
chr3,143365000.0,143505000.0
chr3,143505000.0,143825000.0
chr3,143825000.0,143945000.0
chr3,143945000.0,144035000.0
chr3,144035000.0,144205000.0
chr3,144205000.0,144345000.0
chr3,144345000.0,144465000.0
chr3,144465000.0,144605000.0
chr3,144605000.0,144725000.0
chr3,144725000.0,144815000.0
chr3,144815000.0,144925000.0
chr3,144925000.0,145035000.0
chr3,145035000.0,145135000.0
chr3,145135000.0,145395000.0
chr3,145395000.0,145575000.0
chr3,145575000.0,145765000.0
chr3,145765000.0,145915000.0
chr3,145915000.0,146045000.0
chr3,146045000.0,146105000.0
chr3,146105000.0,146185000.0
chr3,146185000.0,146335000.0
chr3,146335000.0,146525000.0
chr3,146525000.0,146975000.0
chr3,146975000.0,147185000.0
chr3,147185000.0,147255000.0
chr3,147255000.0,147465000.0
chr3,147465000.0,147525000.0
chr3,147525000.0,147595000.0
chr3,147595000.0,147735000.0
chr3,147735000.0,148025000.0
chr3,148025000.0,148345000.0
chr3,148345000.0,148665000.0
chr3,148665000.0,148805000.0
chr3,148805000.0,148995000.0
chr3,148995000.0,149075000.0
chr3,149075000.0,149215000.0
chr3,149215000.0,149465000.0
chr3,149465000.0,149755000.0
chr3,149755000.0,150025000.0
chr3,150025000.0,150115000.0
chr3,150115000.0,150385000.0
chr3,150385000.0,150705000.0
chr3,150705000.0,150785000.0
chr3,150785000.0,150985000.0
chr3,150985000.0,151115000.0
chr3,151115000.0,151265000.0
chr3,151265000.0,151445000.0
chr3,151445000.0,151565000.0
chr3,151565000.0,151645000.0
chr3,151645000.0,151835000.0
chr3,151835000.0,151995000.0
chr3,151995000.0,152095000.0
chr3,152095000.0,152205000.0
chr3,152205000.0,152255000.0
chr3,152255000.0,152395000.0
chr3,152395000.0,152485000.0
chr3,152485000.0,152565000.0
chr3,152565000.0,152715000.0
chr3,152715000.0,152975000.0
chr3,152975000.0,153235000.0
chr3,153235000.0,153515000.0
chr3,153515000.0,153655000.0
chr3,153655000.0,153825000.0
chr3,153825000.0,153905000.0
chr3,153905000.0,153975000.0
chr3,153975000.0,154055000.0
chr3,154055000.0,154255000.0
chr3,154255000.0,154585000.0
chr3,154585000.0,154645000.0
chr3,154645000.0,154815000.0
chr3,154815000.0,155025000.0
chr3,155025000.0,155165000.0
chr3,155165000.0,155355000.0
chr3,155355000.0,155585000.0
chr3,155585000.0,155825000.0
chr3,155825000.0,155895000.0
chr3,155895000.0,156235000.0
chr3,156235000.0,156375000.0
chr3,156375000.0,156565000.0
chr3,156565000.0,156665000.0
chr3,156665000.0,156825000.0
chr3,156825000.0,156985000.0
chr3,156985000.0,157205000.0
chr3,157205000.0,157355000.0
chr3,157355000.0,157535000.0
chr3,157535000.0,157775000.0
chr3,157775000.0,157825000.0
chr3,157825000.0,158225000.0
chr3,158225000.0,158355000.0
chr3,158355000.0,158575000.0
chr3,158575000.0,158665000.0
chr3,158665000.0,158765000.0
chr3,158765000.0,158925000.0
chr3,158925000.0,159295000.0
chr3,159295000.0,159405000.0
chr3,159405000.0,159445000.0
chr3,159445000.0,159655000.0
chr3,159655000.0,159715000.0
chr3,159715000.0,159795000.0
chr3,159715000.0,159795000.0
chr4,3505000.0,3735000.0
chr4,3735000.0,3825000.0
chr4,3825000.0,3985000.0
chr4,3985000.0,4045000.0
chr4,4045000.0,4135000.0
chr4,4135000.0,4305000.0
chr4,4305000.0,4605000.0
chr4,4605000.0,4685000.0
chr4,4685000.0,4725000.0
chr4,4725000.0,4805000.0
chr4,4805000.0,5045000.0
chr4,5045000.0,5275000.0
chr4,5275000.0,5415000.0
chr4,5415000.0,5635000.0
chr4,5635000.0,5695000.0
chr4,5695000.0,5965000.0
chr4,5965000.0,6085000.0
chr4,6085000.0,6195000.0
chr4,6195000.0,6305000.0
chr4,6305000.0,6525000.0
chr4,6525000.0,6705000.0
chr4,6705000.0,6845000.0
chr4,6845000.0,7005000.0
chr4,7005000.0,7195000.0
chr4,7195000.0,7335000.0
chr4,7335000.0,7415000.0
chr4,7415000.0,7795000.0
chr4,7795000.0,8015000.0
chr4,8015000.0,8105000.0
chr4,8105000.0,8165000.0
chr4,8165000.0,8275000.0
chr4,8275000.0,8365000.0
chr4,8365000.0,8525000.0
chr4,8525000.0,8645000.0
chr4,8645000.0,8685000.0
chr4,8685000.0,8755000.0
chr4,8755000.0,9015000.0
chr4,9015000.0,9135000.0
chr4,9135000.0,9385000.0
chr4,9385000.0,9665000.0
chr4,9665000.0,9775000.0
chr4,9775000.0,9835000.0
chr4,9835000.0,10145000.0
chr4,10145000.0,10435000.0
chr4,10435000.0,10525000.0
chr4,10525000.0,10755000.0
chr4,10755000.0,10825000.0
chr4,10825000.0,11005000.0
chr4,11005000.0,11085000.0
chr4,11085000.0,11165000.0
chr4,11165000.0,11325000.0
chr4,11325000.0,11455000.0
chr4,11455000.0,11625000.0
chr4,11625000.0,11845000.0
chr4,11845000.0,11905000.0
chr4,11905000.0,12025000.0
chr4,12025000.0,12085000.0
chr4,12085000.0,12245000.0
chr4,12245000.0,12395000.0
chr4,12395000.0,12545000.0
chr4,12545000.0,12695000.0
chr4,12695000.0,12785000.0
chr4,12785000.0,12875000.0
chr4,12875000.0,12985000.0
chr4,12985000.0,13095000.0
chr4,13095000.0,13255000.0
chr4,13255000.0,13355000.0
chr4,13355000.0,13405000.0
chr4,13405000.0,13565000.0
chr4,13565000.0,13745000.0
chr4,13745000.0,14085000.0
chr4,14085000.0,14155000.0
chr4,14155000.0,14355000.0
chr4,14355000.0,14505000.0
chr4,14505000.0,14695000.0
chr4,14695000.0,14815000.0
chr4,14815000.0,14935000.0
chr4,14935000.0,15165000.0
chr4,15165000.0,15325000.0
chr4,15325000.0,15375000.0
chr4,15375000.0,15735000.0
chr4,15735000.0,15865000.0
chr4,15865000.0,16015000.0
chr4,16015000.0,16235000.0
chr4,16235000.0,16455000.0
chr4,16455000.0,16605000.0
chr4,16605000.0,16825000.0
chr4,16825000.0,17015000.0
chr4,17015000.0,17165000.0
chr4,17165000.0,17245000.0
chr4,17245000.0,17325000.0
chr4,17325000.0,17575000.0
chr4,17575000.0,17695000.0
chr4,17695000.0,17845000.0
chr4,17845000.0,17965000.0
chr4,17965000.0,18055000.0
chr4,18055000.0,18185000.0
chr4,18185000.0,18275000.0
chr4,18275000.0,18335000.0
chr4,18335000.0,18545000.0
chr4,18545000.0,18675000.0
chr4,18675000.0,18975000.0
chr4,18975000.0,19045000.0
chr4,19045000.0,19145000.0
chr4,19145000.0,19345000.0
chr4,19345000.0,19495000.0
chr4,19495000.0,19565000.0
chr4,19565000.0,19645000.0
chr4,19645000.0,19705000.0
chr4,19705000.0,19955000.0
chr4,19955000.0,20045000.0
chr4,20045000.0,20255000.0
chr4,20255000.0,20375000.0
chr4,20375000.0,20465000.0
chr4,20465000.0,20555000.0
chr4,20555000.0,20775000.0
chr4,20775000.0,20895000.0
chr4,20895000.0,21015000.0
chr4,21015000.0,21105000.0
chr4,21105000.0,21255000.0
chr4,21255000.0,21485000.0
chr4,21485000.0,21625000.0
chr4,21625000.0,21685000.0
chr4,21685000.0,21775000.0
chr4,21775000.0,22005000.0
chr4,22005000.0,22345000.0
chr4,22345000.0,22505000.0
chr4,22505000.0,22595000.0
chr4,22595000.0,22835000.0
chr4,22835000.0,23005000.0
chr4,23005000.0,23125000.0
chr4,23125000.0,23255000.0
chr4,23255000.0,23565000.0
chr4,23565000.0,23635000.0
chr4,23635000.0,23975000.0
chr4,23975000.0,24025000.0
chr4,24025000.0,24165000.0
chr4,24165000.0,24265000.0
chr4,24265000.0,24705000.0
chr4,24705000.0,24905000.0
chr4,24905000.0,25035000.0
chr4,25035000.0,25155000.0
chr4,25155000.0,25315000.0
chr4,25315000.0,25405000.0
chr4,25405000.0,25605000.0
chr4,25605000.0,25695000.0
chr4,25695000.0,25805000.0
chr4,25805000.0,25995000.0
chr4,25995000.0,26095000.0
chr4,26095000.0,26185000.0
chr4,26185000.0,26385000.0
chr4,26385000.0,26455000.0
chr4,26455000.0,26595000.0
chr4,26595000.0,26735000.0
chr4,26735000.0,26805000.0
chr4,26805000.0,26935000.0
chr4,26935000.0,27065000.0
chr4,27065000.0,27215000.0
chr4,27215000.0,27445000.0
chr4,27445000.0,27585000.0
chr4,27585000.0,27705000.0
chr4,27705000.0,27775000.0
chr4,27775000.0,28005000.0
chr4,28005000.0,28075000.0
chr4,28075000.0,28155000.0
chr4,28155000.0,28285000.0
chr4,28285000.0,28575000.0
chr4,28575000.0,28665000.0
chr4,28665000.0,28805000.0
chr4,28805000.0,28965000.0
chr4,28965000.0,29195000.0
chr4,29195000.0,29585000.0
chr4,29585000.0,29685000.0
chr4,29685000.0,29755000.0
chr4,29755000.0,29855000.0
chr4,29855000.0,29915000.0
chr4,29915000.0,30235000.0
chr4,30235000.0,30885000.0
chr4,30885000.0,31225000.0
chr4,31225000.0,31305000.0
chr4,31305000.0,31425000.0
chr4,31425000.0,31585000.0
chr4,31585000.0,31815000.0
chr4,31815000.0,31925000.0
chr4,31925000.0,32065000.0
chr4,32065000.0,32245000.0
chr4,32245000.0,32575000.0
chr4,32575000.0,32795000.0
chr4,32795000.0,32955000.0
chr4,32955000.0,33025000.0
chr4,33025000.0,33135000.0
chr4,33135000.0,33205000.0
chr4,33205000.0,33305000.0
chr4,33305000.0,33595000.0
chr4,33595000.0,33705000.0
chr4,33705000.0,33935000.0
chr4,33935000.0,34215000.0
chr4,34215000.0,34555000.0
chr4,34555000.0,34695000.0
chr4,34695000.0,34775000.0
chr4,34775000.0,34935000.0
chr4,34935000.0,35165000.0
chr4,35165000.0,35305000.0
chr4,35305000.0,35415000.0
chr4,35415000.0,35575000.0
chr4,35575000.0,35635000.0
chr4,35635000.0,35675000.0
chr4,35675000.0,35875000.0
chr4,35875000.0,35985000.0
chr4,35985000.0,36125000.0
chr4,36125000.0,36275000.0
chr4,36275000.0,36385000.0
chr4,36385000.0,36465000.0
chr4,36465000.0,36605000.0
chr4,36605000.0,36745000.0
chr4,36745000.0,36825000.0
chr4,36825000.0,36895000.0
chr4,36895000.0,36995000.0
chr4,36995000.0,37135000.0
chr4,37135000.0,37255000.0
chr4,37255000.0,37425000.0
chr4,37425000.0,37545000.0
chr4,37545000.0,37675000.0
chr4,37675000.0,37755000.0
chr4,37755000.0,37855000.0
chr4,37855000.0,37935000.0
chr4,37935000.0,38065000.0
chr4,38065000.0,38345000.0
chr4,38345000.0,38435000.0
chr4,38435000.0,38525000.0
chr4,38525000.0,38685000.0
chr4,38685000.0,38805000.0
chr4,38805000.0,39045000.0
chr4,39045000.0,39145000.0
chr4,39145000.0,39205000.0
chr4,39205000.0,39335000.0
chr4,39335000.0,39415000.0
chr4,39415000.0,39605000.0
chr4,39605000.0,39685000.0
chr4,39685000.0,39925000.0
chr4,39925000.0,40005000.0
chr4,40005000.0,40135000.0
chr4,40135000.0,40285000.0
chr4,40285000.0,40685000.0
chr4,40685000.0,40775000.0
chr4,40775000.0,40855000.0
chr4,40855000.0,40945000.0
chr4,40945000.0,41045000.0
chr4,41045000.0,41125000.0
chr4,41125000.0,41175000.0
chr4,41175000.0,41405000.0
chr4,41405000.0,41465000.0
chr4,41465000.0,41515000.0
chr4,41515000.0,41705000.0
chr4,41705000.0,42955000.0
chr4,42955000.0,43055000.0
chr4,43055000.0,43265000.0
chr4,43265000.0,43435000.0
chr4,43435000.0,43485000.0
chr4,43485000.0,43625000.0
chr4,43625000.0,43755000.0
chr4,43755000.0,43865000.0
chr4,43865000.0,44005000.0
chr4,44005000.0,44055000.0
chr4,44055000.0,44115000.0
chr4,44115000.0,44165000.0
chr4,44165000.0,44305000.0
chr4,44305000.0,44475000.0
chr4,44475000.0,44575000.0
chr4,44575000.0,44665000.0
chr4,44665000.0,44965000.0
chr4,44965000.0,45015000.0
chr4,45015000.0,45115000.0
chr4,45115000.0,45275000.0
chr4,45275000.0,45415000.0
chr4,45415000.0,45535000.0
chr4,45535000.0,45615000.0
chr4,45615000.0,45765000.0
chr4,45765000.0,45815000.0
chr4,45815000.0,45955000.0
chr4,45955000.0,46125000.0
chr4,46125000.0,46205000.0
chr4,46205000.0,46385000.0
chr4,46385000.0,46455000.0
chr4,46455000.0,46495000.0
chr4,46495000.0,46545000.0
chr4,46545000.0,46595000.0
chr4,46595000.0,46675000.0
chr4,46675000.0,46835000.0
chr4,46835000.0,47055000.0
chr4,47055000.0,47255000.0
chr4,47255000.0,47355000.0
chr4,47355000.0,47425000.0
chr4,47425000.0,47525000.0
chr4,47525000.0,47575000.0
chr4,47575000.0,47915000.0
chr4,47915000.0,48045000.0
chr4,48045000.0,48405000.0
chr4,48405000.0,48475000.0
chr4,48475000.0,48535000.0
chr4,48535000.0,48585000.0
chr4,48585000.0,48685000.0
chr4,48685000.0,48765000.0
chr4,48765000.0,48975000.0
chr4,48975000.0,49195000.0
chr4,49195000.0,49245000.0
chr4,49245000.0,49415000.0
chr4,49415000.0,49465000.0
chr4,49465000.0,49525000.0
chr4,49525000.0,49625000.0
chr4,49625000.0,49695000.0
chr4,49695000.0,49835000.0
chr4,49835000.0,50005000.0
chr4,50005000.0,50135000.0
chr4,50135000.0,50285000.0
chr4,50285000.0,50475000.0
chr4,50475000.0,50605000.0
chr4,50605000.0,50735000.0
chr4,50735000.0,50995000.0
chr4,50995000.0,51075000.0
chr4,51075000.0,51165000.0
chr4,51165000.0,51355000.0
chr4,51355000.0,51505000.0
chr4,51505000.0,51745000.0
chr4,51745000.0,52025000.0
chr4,52025000.0,52205000.0
chr4,52205000.0,52285000.0
chr4,52285000.0,52435000.0
chr4,52435000.0,52505000.0
chr4,52505000.0,52745000.0
chr4,52745000.0,53005000.0
chr4,53005000.0,53155000.0
chr4,53155000.0,53235000.0
chr4,53235000.0,53375000.0
chr4,53375000.0,53595000.0
chr4,53595000.0,53725000.0
chr4,53725000.0,53875000.0
chr4,53875000.0,53945000.0
chr4,53945000.0,54015000.0
chr4,54015000.0,54335000.0
chr4,54335000.0,54415000.0
chr4,54415000.0,54575000.0
chr4,54575000.0,54725000.0
chr4,54725000.0,54915000.0
chr4,54915000.0,55145000.0
chr4,55145000.0,55285000.0
chr4,55285000.0,55355000.0
chr4,55355000.0,55485000.0
chr4,55485000.0,55535000.0
chr4,55535000.0,55745000.0
chr4,55745000.0,55985000.0
chr4,55985000.0,56115000.0
chr4,56115000.0,56275000.0
chr4,56275000.0,56325000.0
chr4,56325000.0,56495000.0
chr4,56495000.0,56695000.0
chr4,56695000.0,56865000.0
chr4,56865000.0,57005000.0
chr4,57005000.0,57135000.0
chr4,57135000.0,57375000.0
chr4,57375000.0,57455000.0
chr4,57455000.0,57665000.0
chr4,57665000.0,57945000.0
chr4,57945000.0,58085000.0
chr4,58085000.0,58265000.0
chr4,58265000.0,58415000.0
chr4,58415000.0,58555000.0
chr4,58555000.0,58615000.0
chr4,58615000.0,58755000.0
chr4,58755000.0,58995000.0
chr4,58995000.0,59115000.0
chr4,59115000.0,59185000.0
chr4,59185000.0,59245000.0
chr4,59245000.0,59355000.0
chr4,59355000.0,59425000.0
chr4,59425000.0,59575000.0
chr4,59575000.0,59625000.0
chr4,59625000.0,59775000.0
chr4,59775000.0,59875000.0
chr4,59875000.0,59975000.0
chr4,59975000.0,61855000.0
chr4,61855000.0,62165000.0
chr4,62165000.0,62285000.0
chr4,62285000.0,62355000.0
chr4,62355000.0,62415000.0
chr4,62415000.0,62475000.0
chr4,62475000.0,62535000.0
chr4,62535000.0,62685000.0
chr4,62685000.0,62765000.0
chr4,62765000.0,62905000.0
chr4,62905000.0,62965000.0
chr4,62965000.0,63135000.0
chr4,63135000.0,63325000.0
chr4,63325000.0,63415000.0
chr4,63415000.0,63505000.0
chr4,63505000.0,63665000.0
chr4,63665000.0,63955000.0
chr4,63955000.0,64155000.0
chr4,64155000.0,64215000.0
chr4,64215000.0,64375000.0
chr4,64375000.0,64495000.0
chr4,64495000.0,64745000.0
chr4,64745000.0,64865000.0
chr4,64865000.0,64985000.0
chr4,64985000.0,65105000.0
chr4,65105000.0,65235000.0
chr4,65235000.0,65505000.0
chr4,65505000.0,65605000.0
chr4,65605000.0,65955000.0
chr4,65955000.0,66145000.0
chr4,66145000.0,66315000.0
chr4,66315000.0,66425000.0
chr4,66425000.0,66495000.0
chr4,66495000.0,66655000.0
chr4,66655000.0,66735000.0
chr4,66735000.0,66925000.0
chr4,66925000.0,66995000.0
chr4,66995000.0,67115000.0
chr4,67115000.0,67205000.0
chr4,67205000.0,67285000.0
chr4,67285000.0,67485000.0
chr4,67485000.0,67665000.0
chr4,67665000.0,67795000.0
chr4,67795000.0,67875000.0
chr4,67875000.0,67975000.0
chr4,67975000.0,68095000.0
chr4,68095000.0,68235000.0
chr4,68235000.0,68335000.0
chr4,68335000.0,68445000.0
chr4,68445000.0,68535000.0
chr4,68535000.0,68695000.0
chr4,68695000.0,68855000.0
chr4,68855000.0,69215000.0
chr4,69215000.0,69415000.0
chr4,69415000.0,69585000.0
chr4,69585000.0,69945000.0
chr4,69945000.0,70055000.0
chr4,70055000.0,70115000.0
chr4,70115000.0,70185000.0
chr4,70185000.0,70395000.0
chr4,70395000.0,70445000.0
chr4,70445000.0,70625000.0
chr4,70625000.0,70795000.0
chr4,70795000.0,70885000.0
chr4,70885000.0,71115000.0
chr4,71115000.0,71215000.0
chr4,71215000.0,71375000.0
chr4,71375000.0,71495000.0
chr4,71495000.0,71615000.0
chr4,71615000.0,71655000.0
chr4,71655000.0,71725000.0
chr4,71725000.0,71875000.0
chr4,71875000.0,71935000.0
chr4,71935000.0,71985000.0
chr4,71985000.0,72115000.0
chr4,72115000.0,72215000.0
chr4,72215000.0,72335000.0
chr4,72335000.0,72475000.0
chr4,72475000.0,72665000.0
chr4,72665000.0,72725000.0
chr4,72725000.0,72845000.0
chr4,72845000.0,72925000.0
chr4,72925000.0,73395000.0
chr4,73395000.0,73795000.0
chr4,73795000.0,73985000.0
chr4,73985000.0,74105000.0
chr4,74105000.0,74225000.0
chr4,74225000.0,74355000.0
chr4,74355000.0,74575000.0
chr4,74575000.0,74875000.0
chr4,74875000.0,74965000.0
chr4,74965000.0,75195000.0
chr4,75195000.0,75265000.0
chr4,75265000.0,75425000.0
chr4,75425000.0,75595000.0
chr4,75595000.0,75705000.0
chr4,75705000.0,75935000.0
chr4,75935000.0,76155000.0
chr4,76155000.0,76285000.0
chr4,76285000.0,76365000.0
chr4,76365000.0,76445000.0
chr4,76445000.0,76515000.0
chr4,76515000.0,76765000.0
chr4,76765000.0,76935000.0
chr4,76935000.0,77125000.0
chr4,77125000.0,77415000.0
chr4,77415000.0,77545000.0
chr4,77545000.0,77625000.0
chr4,77625000.0,77775000.0
chr4,77775000.0,77885000.0
chr4,77885000.0,78045000.0
chr4,78045000.0,78125000.0
chr4,78125000.0,78205000.0
chr4,78205000.0,78295000.0
chr4,78295000.0,78445000.0
chr4,78445000.0,78565000.0
chr4,78565000.0,78765000.0
chr4,78765000.0,78915000.0
chr4,78915000.0,79005000.0
chr4,79005000.0,79115000.0
chr4,79115000.0,79185000.0
chr4,79185000.0,79415000.0
chr4,79415000.0,79485000.0
chr4,79485000.0,79525000.0
chr4,79525000.0,79615000.0
chr4,79615000.0,79745000.0
chr4,79745000.0,79885000.0
chr4,79885000.0,79945000.0
chr4,79945000.0,80095000.0
chr4,80095000.0,80195000.0
chr4,80195000.0,80315000.0
chr4,80315000.0,80375000.0
chr4,80375000.0,80485000.0
chr4,80485000.0,80565000.0
chr4,80565000.0,80685000.0
chr4,80685000.0,80775000.0
chr4,80775000.0,80865000.0
chr4,80865000.0,81025000.0
chr4,81025000.0,81135000.0
chr4,81135000.0,81175000.0
chr4,81175000.0,81255000.0
chr4,81255000.0,81325000.0
chr4,81325000.0,81365000.0
chr4,81365000.0,81565000.0
chr4,81565000.0,81665000.0
chr4,81665000.0,81745000.0
chr4,81745000.0,81815000.0
chr4,81815000.0,81985000.0
chr4,81985000.0,82085000.0
chr4,82085000.0,82235000.0
chr4,82235000.0,82545000.0
chr4,82545000.0,82615000.0
chr4,82615000.0,82855000.0
chr4,82855000.0,82935000.0
chr4,82935000.0,83135000.0
chr4,83135000.0,83205000.0
chr4,83205000.0,83415000.0
chr4,83415000.0,83525000.0
chr4,83525000.0,83595000.0
chr4,83595000.0,83715000.0
chr4,83715000.0,83775000.0
chr4,83775000.0,84065000.0
chr4,84065000.0,84455000.0
chr4,84455000.0,84675000.0
chr4,84675000.0,84875000.0
chr4,84875000.0,85195000.0
chr4,85195000.0,85405000.0
chr4,85405000.0,85575000.0
chr4,85575000.0,85815000.0
chr4,85815000.0,86035000.0
chr4,86035000.0,86235000.0
chr4,86235000.0,86425000.0
chr4,86425000.0,86565000.0
chr4,86565000.0,86615000.0
chr4,86615000.0,86705000.0
chr4,86705000.0,86845000.0
chr4,86845000.0,86955000.0
chr4,86955000.0,87165000.0
chr4,87165000.0,87245000.0
chr4,87245000.0,87365000.0
chr4,87365000.0,87565000.0
chr4,87565000.0,87795000.0
chr4,87795000.0,88025000.0
chr4,88025000.0,88105000.0
chr4,88105000.0,88285000.0
chr4,88285000.0,88445000.0
chr4,88445000.0,88555000.0
chr4,88555000.0,88655000.0
chr4,88655000.0,88875000.0
chr4,88875000.0,88945000.0
chr4,88945000.0,89145000.0
chr4,89145000.0,89235000.0
chr4,89235000.0,89405000.0
chr4,89405000.0,89525000.0
chr4,89525000.0,89725000.0
chr4,89725000.0,89855000.0
chr4,89855000.0,90035000.0
chr4,90035000.0,90145000.0
chr4,90145000.0,90395000.0
chr4,90395000.0,90515000.0
chr4,90515000.0,90605000.0
chr4,90605000.0,90745000.0
chr4,90745000.0,90825000.0
chr4,90825000.0,91025000.0
chr4,91025000.0,91215000.0
chr4,91215000.0,91435000.0
chr4,91435000.0,91535000.0
chr4,91535000.0,91755000.0
chr4,91755000.0,92015000.0
chr4,92015000.0,92175000.0
chr4,92175000.0,92255000.0
chr4,92255000.0,92405000.0
chr4,92405000.0,92555000.0
chr4,92555000.0,92765000.0
chr4,92765000.0,92895000.0
chr4,92895000.0,93055000.0
chr4,93055000.0,93125000.0
chr4,93125000.0,93335000.0
chr4,93335000.0,93465000.0
chr4,93465000.0,93655000.0
chr4,93655000.0,93765000.0
chr4,93765000.0,93815000.0
chr4,93815000.0,94035000.0
chr4,94035000.0,94265000.0
chr4,94265000.0,94545000.0
chr4,94545000.0,94615000.0
chr4,94615000.0,94685000.0
chr4,94685000.0,94855000.0
chr4,94855000.0,94935000.0
chr4,94935000.0,94985000.0
chr4,94985000.0,95045000.0
chr4,95045000.0,95155000.0
chr4,95155000.0,95285000.0
chr4,95285000.0,95375000.0
chr4,95375000.0,95565000.0
chr4,95565000.0,95695000.0
chr4,95695000.0,95965000.0
chr4,95965000.0,96025000.0
chr4,96025000.0,96185000.0
chr4,96185000.0,96505000.0
chr4,96505000.0,96685000.0
chr4,96685000.0,96785000.0
chr4,96785000.0,96915000.0
chr4,96915000.0,97065000.0
chr4,97065000.0,97245000.0
chr4,97245000.0,97325000.0
chr4,97325000.0,97555000.0
chr4,97555000.0,97745000.0
chr4,97745000.0,97885000.0
chr4,97885000.0,98105000.0
chr4,98105000.0,98245000.0
chr4,98245000.0,98335000.0
chr4,98335000.0,98615000.0
chr4,98615000.0,98715000.0
chr4,98715000.0,98925000.0
chr4,98925000.0,99195000.0
chr4,99195000.0,99345000.0
chr4,99345000.0,99555000.0
chr4,99555000.0,99665000.0
chr4,99665000.0,99715000.0
chr4,99715000.0,99935000.0
chr4,99935000.0,100035000.0
chr4,100035000.0,100175000.0
chr4,100175000.0,100405000.0
chr4,100405000.0,100545000.0
chr4,100545000.0,100715000.0
chr4,100715000.0,100855000.0
chr4,100855000.0,100995000.0
chr4,100995000.0,101075000.0
chr4,101075000.0,101155000.0
chr4,101155000.0,101495000.0
chr4,101495000.0,101655000.0
chr4,101655000.0,101855000.0
chr4,101855000.0,102005000.0
chr4,102005000.0,102225000.0
chr4,102225000.0,102485000.0
chr4,102485000.0,102665000.0
chr4,102665000.0,102765000.0
chr4,102765000.0,102825000.0
chr4,102825000.0,102975000.0
chr4,102975000.0,103355000.0
chr4,103355000.0,103575000.0
chr4,103575000.0,103995000.0
chr4,103995000.0,104215000.0
chr4,104215000.0,104365000.0
chr4,104365000.0,104505000.0
chr4,104505000.0,104725000.0
chr4,104725000.0,104805000.0
chr4,104805000.0,104905000.0
chr4,104905000.0,105145000.0
chr4,105145000.0,105235000.0
chr4,105235000.0,105315000.0
chr4,105315000.0,105605000.0
chr4,105605000.0,105745000.0
chr4,105745000.0,105925000.0
chr4,105925000.0,106035000.0
chr4,106035000.0,106235000.0
chr4,106235000.0,106455000.0
chr4,106455000.0,106605000.0
chr4,106605000.0,106835000.0
chr4,106835000.0,106915000.0
chr4,106915000.0,107175000.0
chr4,107175000.0,107245000.0
chr4,107245000.0,107365000.0
chr4,107365000.0,107465000.0
chr4,107465000.0,107725000.0
chr4,107725000.0,107865000.0
chr4,107865000.0,108035000.0
chr4,108035000.0,108175000.0
chr4,108175000.0,108215000.0
chr4,108215000.0,108335000.0
chr4,108335000.0,108465000.0
chr4,108465000.0,108625000.0
chr4,108625000.0,108865000.0
chr4,108865000.0,108985000.0
chr4,108985000.0,109165000.0
chr4,109165000.0,109285000.0
chr4,109285000.0,109435000.0
chr4,109435000.0,109505000.0
chr4,109505000.0,109645000.0
chr4,109645000.0,110035000.0
chr4,110035000.0,110215000.0
chr4,110215000.0,110405000.0
chr4,110405000.0,110655000.0
chr4,110655000.0,110905000.0
chr4,110905000.0,111025000.0
chr4,111025000.0,111215000.0
chr4,111215000.0,111315000.0
chr4,111315000.0,111515000.0
chr4,111515000.0,111635000.0
chr4,111635000.0,111805000.0
chr4,111805000.0,111885000.0
chr4,111885000.0,111955000.0
chr4,111955000.0,112715000.0
chr4,112715000.0,113645000.0
chr4,113645000.0,113755000.0
chr4,113755000.0,113795000.0
chr4,113795000.0,114105000.0
chr4,114105000.0,114315000.0
chr4,114315000.0,114655000.0
chr4,114655000.0,114895000.0
chr4,114895000.0,115095000.0
chr4,115095000.0,115195000.0
chr4,115195000.0,115315000.0
chr4,115315000.0,115485000.0
chr4,115485000.0,115565000.0
chr4,115565000.0,115675000.0
chr4,115675000.0,115725000.0
chr4,115725000.0,115835000.0
chr4,115835000.0,115895000.0
chr4,115895000.0,115975000.0
chr4,115975000.0,116165000.0
chr4,116165000.0,116295000.0
chr4,116295000.0,116455000.0
chr4,116455000.0,116505000.0
chr4,116505000.0,116555000.0
chr4,116555000.0,116705000.0
chr4,116705000.0,116815000.0
chr4,116815000.0,116995000.0
chr4,116995000.0,117145000.0
chr4,117145000.0,117215000.0
chr4,117215000.0,117275000.0
chr4,117275000.0,117315000.0
chr4,117315000.0,117495000.0
chr4,117495000.0,117825000.0
chr4,117825000.0,117935000.0
